Food_Name_en|Effect_en|Ingredients_en|Steps_en|Food_Name|Effect|Ingredients|Steps
Shoyla Toyym| It supplements the center, and increases qi.|White flour (six jin; knead; make into coin shapes), mutton (two legs; cook; cut up), sheep’s tongues (two; cook; cut up), Chinese yams (one chin), möög [mushrooms] (half a jin), carrots (five), pickled ginger (four liang; cut up).|Use a good rich meat soup, add all ingredients and roast [cook dry]. Adjust flavors with onions and vinegar.|搠罗脱因|系畏兀儿茶饭。补中益气。|白面 六斤，和，按作钱样  羊肉 二脚子，熟切  羊舌 二个，熟切  山药 一斤  蘑菇 半斤  胡萝卜 五个  糟姜 四两，切|上件，用好酽肉汤同下、炒，葱、醋调和。
Qima Congee|It supplements spleen and stomach, and increases the power of qi.|Mutton (leg; bone and cut up. Boil into a soup. Strain [broth. Set meat aside]), millet grains (two sheng; scour and wash. [Add to soup]).|[Prepare] ingredients, use select mutton. Cut up into a chunk qima. First take [millet] grains and add to the soup. Then add the qima, rice, onions, and salt. Boil to make the congee. One can perhaps add polished rice, zhemi [uniform washed grains of fine millet], or dried rice. All are possible.|乞马粥|补脾胃，益气力。|羊肉 一脚子，卸成事件，熬成汤，滤净  粱米 二升，淘洗净|上件，用精肉切碎乞马，先将米下汤内，次下乞马、米、葱、盐，熬成粥，或下圆米，或折米，或渴米皆可。
Soup Congee|It supplements spleen and stomach, and increases kidney qi.|Mutton (leg; bone and cut up).|Boil ingredient into a soup. Strain. Then add two sheng of millet grains to make a congee. When the congee is cooked, add rice, onions and salt. One can perhaps add polished rice, zhemi or dried rice. All are possible.|汤粥|补脾胃，益肾气。|羊肉 一脚子，卸成事件|上件，熬成汤，滤净，次下粱米三升，作粥熟，下米、葱、盐，或下圆米、渴米、折米皆可。
Millet Insipid Congee|It supplements the center, and increases qi.|Millet grains (two sheng).|[For the ingredient] first boil water, settling out impurities and straining. Then scour clean the millet, three to five times. Boil to make a congee. One can perhaps add polished rice, zhemi or dried rice. All are possible.|粱米淡粥|补中益气。|粱米 二升|右先将水滚过，澄清，滤净，次将米淘洗三、五遍，熬成粥，或下圆米、渴米、折米皆可。
Qamh [Triticum durum] Soup|It supplements the center, and increases qi.|Mutton (leg; bone and cut up), qamh (two sheng).|Boil ingredients into a soup. Strain [broth. Cut up meat into qima.] Add the qamh (scoured clean). Then add fine qima, rice, onions and salt. Boil together into a congee. It is also possible not to use qima.|河西米汤粥|补中益气。|羊肉 一脚子，卸成事件  河西米 二升|右熬成汤，滤净，下河西米，淘洗净，次下细乞马、米、葱、盐，同熬成粥，或不用乞马亦可。
Se-aBru [Pomegranate] Soup (This is the name of a Western Indian Food)|It treats deficiency chill of the primordial storehouse, chill pain of the abdomen, and aching pain along the spinal column.|Mutton (two legs, the head, and a set of hooves), tsaoko cardamoms (four), cinnamon (three liang), sprouting ginger (half a jin), kasni (big as two chickpeas)|Boil ingredients into a soup using one telir of water. Pour into a stone top cooking pot. Add a jin of pomegranate fruits, two liang of black pepper, and a little salt. The pomegranate fruits should be baked using one cup of vegetable oil and a lump of asafoetida the size of a garden pea. Roast [i.e., cook dry ingredients] until a fine yellow in color, slightly black. Remove debris and oil in the soup. Strain clean. Use the smoke produced from roasting jiaxiang [operculum of Turbo cornutus and related spp], Chinese spikenard [Nardostachys chinensis], kasni, and butter to fumigate a jar. Seal up and store [the Se-aBru Soup] as desired.|撒速汤|系西天茶饭名。治元脏虚冷，腹内冷痛，腰脊酸疼。|羊肉 二脚子，头蹄一副  草果 四个  官桂 三两  生姜 半斤  哈昔泥 如回回豆子两个大|上件，用水一铁络，熬成汤，于石头锅内盛顿，下石榴子一斤，胡椒二两，盐少许，炮石榴子用小油一杓，哈昔泥如豌豆一块，炒鹅黄色微黑，汤末子油去净，澄清，用甲香、甘松、哈昔泥、酥油烧烟薰瓶，封贮任意。
Broiled Sheep’s Heart|It treats heart energy agitation, and depressed melancholy.|Sheep’s heart (one, including major veins), za’faran (three qian).[For] ingredients use one shallow cup of attar of roses. Dissolve [the za’faran] and take the juice. Add a little salt. Spit the sheep’s heart on a spit and broil over the fire. Baste regularly with the [attar–]za’faran juice. Continue until the basting juice is gone. If one eats this it pacifies heart qi. It makes a person very happy. ||炙羊心|治心气惊悸，郁结不乐。|羊心 一个，带系桶  咱夫兰 三钱|上件，用玫瑰水一盏，浸取汁，入盐少许，签子签羊心，于火上炙，将咱夫兰汁徐徐涂之，汁尽为度，食之。安宁心气，令人多喜。
Broiled Sheep’s Loins|They treat lumbago due to strain and ocular ache.|Sheep’s loins (one pair), za’faran.|[For] ingredients use one shallow cup of attar of roses. Dissolve [the za’faran] and take the juice. Add a little salt. Spit the sheep’s loins on spits and broil over the fire. Baste regularly with the [attar–]za’faran juice. Continue until the basting juice is gone. If eaten it will have great efficacy.|炙羊腰|治卒患腰眼疼痛者。|羊腰 一对  咱夫兰 一钱|上件，用玫瑰水一杓，浸取汁，入盐少许，签子签腰子火上炙。将咱夫兰汁徐徐涂之，汁尽为度，食之。甚有效验。
Deboned Chicken Morsels||Fat chickens (ten; pluck; clean; cook and cut up. Debone as morsels), juice of sprouting ginger (one he), onions (two liang; cut up), finely ground ginger (half a jin), finely ground Chinese flower pepper (four liang), [wheat] flour (two liang; make into vermicelli).|[For] the ingredients take the broth used to boil the chickens and fry [cook dry]. Add onions and vinegar. Adjust flavors with juice of sprouting ginger.|攒鸡儿||肥鸡儿 十个， 洗净，熟切攒  生姜汁 一合  葱 二两，切  姜末 半斤  小椒末 四两  面 二两，作面丝|上件，用煮鸡儿汤炒，葱、醋入姜汁调和。
Roasted Quail||Quail (20; cut up into pieces), Chinese radishes (two; cut up), finely ground ginger (four liang), sheep’s tail (one; cut into sashuq–sized pieces), flour (two liang; make vermicelli).|[For] ingredients take the broth used to cook the quail and fry [cook dry]. Adjust flavors with onions and vinegar.|炒鹌鹑||鹌鹑 二十个，切成事件  萝卜 二个，切  姜末 四两  羊尾子 一个，各切如色数  面 二两，作面丝|上件，用煮鹌鹑汤炒，葱、醋调和。
Plate Rabbit||Rabbit (two; cut up into pieces.), Chinese radishes (two cut up), sheep’s tail (one; cut into strips.), fine spices (two qian).|[For] ingredients use [sesame oil?] and fry. Adjust flavors with onions and vinegar. Add two liang of vermicelli. Adjust flavors.|盘兔||兔儿 二个，切作事件  萝卜 二个，切  羊尾子 一个，切 片  细料物 二钱|上件，用炒，葱、醋调和，下面丝二两，调和。
“Tangut” Lungs||Sheep’s lung (one), leeks (six jin; take the juice), flour (two jin; make into paste), butter (half a jin), black pepper (two liang), juice of sprouting ginger (two he).|[For] ingredients use salt and adjust flavors evenly. Submerge the lungs in water and cook. When done baste with the juice and eat.|河西肺||羊肺 一个  韭 六斤，取汁  面 二斤，打糊  酥油 半斤  胡椒 二两  生姜汁 二合|上件，用盐调和匀，灌肺，煮熟，用汁浇食之。
Turmeric[–Colored] Tendon||Sheep’s tendon (one; cook.), sheep ribs (two; cut into long chunks), bean paste (one jin), white flour (one jin), za’faran (two qian), gardenia nuts [Gardenia jasminoides] (five qian).|[For] ingredients use salt and spices and adjust flavors. Dip tendon [and sheep rib chunks] in batter [i.e., made from the bean paste, white flour, za’faran and gardenia nuts]. Put into vegetable oil and fry.|姜黄腱子||羊腱子 一个，熟  羊肋枝 二个，截作长块  豆粉 一斤  白面 一斤  咱夫兰 二钱  栀子 五钱|上件，用盐、料物调和，搽腱子，下小油炸。
Drum Qazi||Mutton (five jin; finely cut), sheep’s tail (one; finely cut), eggs (15), sprouting ginger (two qian), onions (two liang; cut up), prepared mandarin orange peel (two qian; remove the white), spices (three qian).|Flavor ingredients evenly. Put into a sheep’s white bowel and cook. When done cut up into drum shapes. Use one jin of bean paste, one jin of white flour, one qian of za’faran, three qian of gardenia nuts. Take the juice, and apply together to the drum *qazi. Put into vegetable oil and fry.|鼓儿签子||羊肉 五斤，切细  羊尾子 一个，切细  鸡子 十五个  生姜 二钱  葱 二两，切  陈皮 二钱，去白  料物 三钱|上件，调和匀，入羊白肠内，煮熟切作鼓样，用豆粉一斤，白面一斤，咱夫兰一钱，栀子三钱，取汁，同拌鼓儿签子，入小油炸。
Sheep’s Heads Dressed in Flowers||Sheep’s heads (three. When cooked, cut up), sheep’s loins (four), sheep’s stomach and lungs (one set of each; cook. When done, cut up. Debone as morsels. Dye with safflower), sprouting ginger (four liang), pickled ginger (two liang; cut up each), eggs (five; cut into flower shapes), Chinese radishes (three; cut into flower shapes).|[For] ingredients use a good meat soup and fry. Adjust flavors with onions, salt, and vinegar.|带花羊头||羊头 三个，熟切  羊腰 四个  羊肚肺 各一具，煮熟切，攒胭脂染  生姜 四两  糟姜 二两，各切  鸡子 五个，作花样  萝卜 三个，作花样|上件，用好肉汤炒，葱、盐、醋调和。
Fish Cakes||Large carp (10; remove the skin, bones, head, and tail), sheep’s tail (two; mince together into a paste), sprouting ginger (one liang; cut up finely), onions (two liang; cut up finely), finely ground prepared mandarin orange peel (three qian), finely ground black pepper (one liang), kasni (two qian).|[To the] ingredients [other than the carp] add salt. Add to the fish and work meat. Roll into cakes like crossbow bullets. Fry in vegetable oil.|鱼弹儿||大鲤鱼 十个，去皮、骨、头、尾  羊尾子 二个，同剁为泥  生姜 一两，切细 葱 二两，切细  陈皮末 三钱  胡椒末 一两  哈昔泥 二钱|上件，下盐，入鱼肉内拌匀，丸如弹儿，用小油炸。
Cotton Rose–[Petal] Chicken||Chickens (10. When cooked, debone as morsels), sheep’s stomach and lungs (each one set; cook; cut up), sprouting ginger (four liang; cut up), carrots (10; cut up), eggs (20; fry into omelets. Cut into flower shapes), spinach [true spinach, Spinacia oleracea] and coriander (a garnish), safflower [and] gardenia nuts (dyes), apricot kernel paste (one jin).|[For] ingredients use a good meat soup and roast. Adjust flavors with onions and vinegar.|芙蓉鸡||鸡儿 十个，熟攒 羊肚、肺 各一具，熟切  生姜 四两，切  胡萝卜 十个，切 鸡子 二十个，煎作饼，刻花样  赤根 芫荽 打糁  胭脂 栀子 染  杏泥 一斤|上件，用好肉汤炒，葱、醋调和。
Meat Cakes||Select mutton (10 jin; remove the fat, membrane, and sinew. Mash into a paste), kasni (three qian), black pepper (two liang), long pepper (one liang), finely ground coriander (one liang).|[For] ingredients use salt. Adjust flavors evenly. Use the fingers to make “cakes.” Put into vegetable oil and fry.|派饼儿||精羊肉 十斤，去脂膜筋，捶为泥  哈昔泥 三钱  胡椒 二两  荜拨 一两  芫荽末 一两|上件，用盐调和匀，捻饼，入小油炸。
Salt Stomach||Sheep’s bitter bowel (Wash clean with water).| Apply salt to ingredient. When it has dried in the wind, put into vegetable oil and fry.|盐肠||羊苦 肠水洗净|上件，用盐拌匀，风乾，入小油炸。
Näwälä|| Cooked sheep’s thoraxes (two; cut into thin strips), eggs (20; cooked).|[For] ingredients use all kinds of fresh vegetables. Roll up together in bread.|脑瓦剌||熟羊胸子 二个，切薄片  鸡子 二十个，熟|
Turmeric[–Colored] Fish||Carp (10; remove the skin and scales), white flour (two jin), bean paste (one jin), finely ground coriander (two liang).|[For the] ingredients, after making a marinate using salt and spices, marinate fish and fry in vegetable oil. When done, use two liang of sprouting ginger (cut into strips), coriander leaves, safflower dye, radish slices, and fry. Adjust flavors with onions.|姜黄鱼||鲤鱼 十个，去皮鳞  白面 二斤  豆粉 一斤  芫荽末 二两|上件，用盐、料物淹拌过搽鱼，入小油炸熟，用生姜二两，切丝。芫荽叶，胭脂染，萝卜丝炒，葱调和。
Deboned Wild Goose Morsels||Wild geese (five; cook. When done cut up. Debone as morsels), finely ground ginger (half a jin).|[For] ingredients use a good meat soup and roast. Adjust flavors with onions and salt.|攒雁||雁 五个，煮熟，切攒  姜末 半斤|右用好肉汤炒，葱、盐调和。
Galangal Sauce Hog’s Head||Hog’s head (two; wash; cut up into chunks), prepared mandarin orange peel (two qian; remove the white), lesser galangal (two qian), Chinese flower pepper (two qian), cinnamon (two qian), tsaoko cardamom (five), vegetable oil (one jin), honey (half a jin).|Boil ingredients together until done. Then add finely ground mustard and roast. Adjust flavors with onions, vinegar and salt.|猪头姜豉||猪头 二个，洗净，切成块  陈皮 二钱，去白  良姜 二钱  小椒 二钱  官桂 二钱 草果 五个  小油 一斤  蜜 半斤|上件，一同熬成，次下芥末炒，葱、醋、盐调和。
Cattail “Sweet Melon Pickles”||Cleaned mutton (10 jin; cook. When done cut up to look like sweet melon pickles), Chinese flower pepper (one liang), cattail [rhizome] (half a jin).|[For] ingredients use one liang of fine spices. Apply evenly with salt.|蒲黄瓜齑||净羊肉 十斤，煮熟，切如瓜齑  小椒 一两  蒲黄 半斤|上件，用细料物一两，盐同拌匀。
Deboned Sheep’s Head Morsels|| Sheep’s head (five; cook. When done debone as morsels), finely ground ginger (four liang), black pepper (one liang).|[For] ingredients use a “good meat soup” and roast. Adjust flavors with onions, salt and vinegar.|攒羊头||羊头 五个，煮熟攒  姜末 四两  胡椒 一两|上件，用好肉汤炒，葱、盐、醋调和。
Deboned Ox Hoof Morsels (Horse’s Hoof, Bear’s Paw are entirely the same)||Ox hooves (one set; cook. When done debone as morsels.), finely ground ginger (two liang).|[For] ingredients use a good meat soup and roast. Adjust flavors with onions and salt.|攒牛蹄|马蹄、熊掌一同。|牛蹄 一副，煮熟，攒  姜末 二两|上件，用好肉汤同炒，葱、盐调和。
Fine Chizig||Mutton (leg; cook. When done cut up finely), Chinese radish (two; cook; cut up finely), sheep’s tail (one; cook; cut up), ka’fur [Camphor] (two qian).|[For] ingredients use a good meat soup and roast. Adjust flavors with onions.|细乞思哥||羊肉 一脚子，煮熟，切细  萝卜 二个，熟，切细  羊尾子 一个，熟切  哈夫儿 二钱|上件用好肉汤同炒，葱调和。
Liver and Sprouting [Ginger]||Sheep’s liver (one; drench in water; cut into fine strips), sprouting ginger (four liang; cut into fine strips), Chinese radish (two liang; cut into fine strips), basil, smartweed (each two liang; cut up into fine strips).| [For] ingredients use a good meat soup and roast. Adjust flavors with onions.|肝生||羊肝 一个，水浸，切细丝  生姜 四两，切细丝  萝卜 二个，切细丝  香菜 蓼子 各二两，切细丝|上件，用盐、醋、芥末调和。
Horse Stomach Plate||Horse stomach and intestines (one set; cook. When done cut up.), finely ground mustard (half a jin).|[For] ingredients, take the white blood irrigating bowel and cut into flower shapes. [Take] the astringent spleen, 99 combine with fat [i.e., suet] and mince as filling. When made into morsels, fry. Adjust flavors with onions, salt, vinegar, and finely ground mustard.|马肚盘||马肚肠 一副，煮熟，切  芥末 半斤|上件，将白血灌肠，刻花样，涩脾，和脂剁心子攒成炒， 葱、盐、醋、芥末调和。
Scalded Jasa’a (a delicacy)||Jasa’a (two; unload; make each into a knot), kasni (one qian), onions (one liang; cut up finely).|[For] ingredient use salt and work together with everything else. Fry quickly [scald] in vegetable oil. When done, then use two qian of za’faran dissolv|炸䐑儿|系细项。|䐑儿 二个，卸成各一节  哈昔泥 一钱  葱 一两，切细|上件，用盐一同淹拌，少时，入小油炸熟。次用咱夫兰二钱，水浸汁，下料物、芫荽末，同糁拌。
Boiled Sheep’s Hooves||Ingredients: Sheep’s hooves (five hooves; remove the hair and wash; cook until tender; cut up into chunks), finely ground ginger (one liang), spices (five qian).|[To] ingredient add vermicelli and fry. Adjust flavors with onions, vinegar, and salt.|熬蹄儿||羊蹄 五副，退洗净，煮软，切成块  姜末 一两  料物 五钱|上件，下面丝炒，葱、醋、盐调和。
Boiled Sheep’s Breast||Sheep’s breasts (two; remove the hair and wash. Cook until tender. Cut up into sashuq–sized pieces), finely ground ginger (two liang), spices (five qian).|[For] ingredient use a good meat soup. Add flour vermicelli and fry. Adjust flavors with onions and vinegar.|熬羊胸子||羊胸子 二个，退毛洗净，煮软，切作色数块  姜末 二两  料物 五钱|上件，用好肉汤，下面丝炒，葱、盐、醋调和。
Fine Fish Hash||Young carp (five; remove the skins, bones, head, and tail), sprouting ginger (two liang), Chinese radishes (two), onions (one liang), basil and smartweed (cut each into fine strips; mix with safflower).|[To] ingredients add finely ground mustard and fry. Adjust flavors with onions, salt and vinegar.|鱼||新鲤鱼 五个，去皮、骨、头、尾  生姜 二两  萝卜 二个  葱 一两  香菜蓼子 各切如丝  胭脂 打糁。|上件，下芥末炒，葱、盐、醋调和。
Red Strips||Sheep’s blood combined with white flour (Cook according to recipe), sprouting ginger (four liang), Chinese radish (one), basil and smartweed (each one liang; cut up into fine strips).|[For] ingredients use salt. Adjust flavors with vinegar and finely ground mustard.|红丝||羊血同白面 依法煮熟  生姜 四两  萝卜 一个  香菜 蓼子 各一两，切细丝|上件，用盐、醋、芥末调和。
Roast Wild Goose (Roast Cormorant and Roast Duck are the same)||Wild goose (one; remove the feathers, bowels, and stomach and clean.), sheep’s stomach [and attached skin] (one; remove the hair; clean and use to wrap up the wild goose), onions (two liang), finely ground coriander (one liang).|Use salt and flavor ingredients together [with the onions and ground coriander]. Put into the goose’s stomach [put goose into sheep’s stomach] and roast.|烧雁|烧 、烧鸭子等同。|雁 一个，去毛、肠、肚，净  羊肚 一个，退洗净，包雁  葱 二两  芫荽末 一两|上件，用盐同调，入雁腹内烧之。
Roast Eurasian Curlew||Eurasian curlews (10; pluck; clean), finely ground coriander (one liang), onions (ten stalks), spices (five qian).|Apply [coriander, onions and spices] uniformly [to] ingredients and roast. One may dress the curlews in a thick flour and steamroast until done in a cage; this is also possible. One may dress the curlews with liquid butter combined with flour, and brazier cook in a brazier; this is also possible.|烧水札||水札 十个， 洗净  芫荽末 一两  葱 十茎  料物 五钱|上件，用盐同拌匀烧，或以肥面包水扎，就笼内蒸熟亦可。或以酥油水和面包水扎，入炉内炉熟亦可。
Willow–Steamed Lamb||A sheep (one; with hair).|[For] ingredient construct a brazier on the ground three qi deep. Surround with stones. Heat the stones until red hot. Use a tabaq to hold the lamb. On top use willow [branches] to cover and seal with earth. Cook until done.|柳蒸羊||羊 一口，带毛|上件，于地上作炉，三尺深，周回以石，烧令通赤，用铁芭盛羊上，用柳子盖覆，土封，以熟为度。
Quick Manta||Mutton, mutton fat, onions, sprouting ginger, prepared mandarin orange peel (cut up each finely).|[To] ingredients add spices, salt and sauce, and combine into stuffing.|仓馒头||羊肉 羊脂 葱 生姜 陈皮 各切细|上件，入料物、盐、酱，拌和为馅。
Deer Milk Fat 105 Manta (One can [also] perhaps make “Quick Manta,” or perhaps “Thin–skin Manta,” Both are possible.)||[Dried] deer milk fat, sheep’s tail (cut up each into slices like finger nails), sprouting ginger, prepared mandarin orange peel. (Cut up each finely.)|[To] ingredients add spices, and salt, and combine to make stuffing.|鹿奶肪馒头|或作仓馒头，或做皮薄馒头皆可。|鹿奶肪 羊尾子 各切如指甲片  生姜 陈皮 各切细|上件，入料物、盐，拌和为馅。
Eggplant Manta||Mutton, sheep’s fat, sheep’s tail, onions, prepared mandarin orange peel (cut up each finely), “tender” eggplant (remove the pith).|[For] combine ingredients with meats into a stuffing. But [instead of making a dough covering] put it inside the eggplant [skin] and steam. Add garlic, cream [or yogurt etc.], finely ground mint [or basil]. Eat.|茄子馒头||羊肉 羊脂 羊尾子 葱 陈皮 各切细  嫩茄子 去穣|上件，同肉作馅，却入茄子内蒸，下蒜酪、香菜末，食之。
Cut Flowers Manta||Mutton, sheep’s fat, sheep’s tail, onions, prepared mandarin orange peel. (Cut up each finely.)|[To] ingredients add, according to recipe, spices, salt and sauce. Make the stuffing. Form the Manta. Use scissors to cut out into various flower shapes. Steam. Use safflower to dye the flowers.|剪花馒头||羊肉 羊脂 羊尾子 葱 陈皮 各切细|上件，依法入料物、盐、酱拌馅包馒头，用剪子剪诸般花样，蒸，用胭脂染花。
Quartz Horns||Mutton, sheep’s fat, sheep’s tail, onions, prepared mandarin orange peel, sprouting ginger. (Cut up each finely.)|[To] ingredients add fine spices, salt and sauce and mix [everything] together uniformly. Use bean paste to make skins. Make the horns.|水晶角儿||羊肉 羊脂 羊尾子 葱 陈皮 生姜 各切细|上件，入细料物、盐、酱拌匀，用豆粉作皮包之。
Butter Skin Yubqa||Mutton, sheep’s fat, sheep’s tail, onions, prepared mandarin orange peel, sprouting ginger. (Cut up each finely. One can perhaps add jha’uqasu[n]. This is a kind of lily root.)|[To] ingredients add spices, salt, and sauce and mix [everything] together uniformly. Use vegetable oil, rice flour and [white wheat] flour, combine to make the skins|酥皮奄子||羊肉 羊脂 羊尾子 葱 陈皮 生姜 各切细或下瓜哈孙系山丹根|上件，入料物、盐、酱拌匀，用小油、米粉与面，同和作皮。
Päräk Horns||Mutton, sheep’s fat, sheep’s tail, young leeks. (Cut up each finely).|[To] ingredients add spices, salt, and sauce and mix [everything] together uniformly. Use white flour to make the skins. Bake on a flat iron. When done, then use liquid butter and honey. Perhaps one can use pear–shaped bottle gourd meat to make stuffing. This is also possible.|撇列角儿||羊肉 羊脂 羊尾子 新韭 各切细|上件，入料物、盐、酱拌匀，白面作皮， 上炮熟，次用酥油、蜜，或以葫芦瓠子作馅亦可。
Shilön Horns||Mutton, sheep’s fat, sheep’s tail, onions, prepared mandarin orange peel, sprouting ginger. (Cut each up finely).|[To] ingredients add spices, salt and sauce and mix [everything] together uniformly. Take white flour, honey and vegetable oil and mix together. Put into boiling water in a cauldron. When cooked make skins.|莳萝角儿||羊肉 羊脂 羊尾子 葱 陈皮 生姜 各切细|上件，入料物、盐、酱拌匀，用白面、蜜与小油拌入锅内，滚水搅熟作皮。
Pleurotus ostreatus [Mushroom] Baozi (Some make them from crab spawn. This is also possible. Wisteria Baozi is entirely the same.)||Mutton, sheep’s fat, sheep’s tail, onions, prepared mandarin orange peel, sprouting ginger. (Cut up each finely), Pleurotus ortreatus [mushrooms] (Scald in boiling water. When cooked, clean and cut up finely.)|[To] ingredients add spices, salt, sauce and make stuffing. [Use] white flour to make a thin skin. Steam.|天花包子|或作蟹黄亦可。藤花包子一同。|羊肉 羊脂 羊尾子 葱 陈皮 生姜 各切细  天花 滚水烫熟，洗净，切细|上件，入料物、盐、酱拌馅，白面作薄皮，蒸。
Qurim “Bonnets” [i.e., boqtas]||Mutton (three legs; cut up.), sheep’s tail (two; cut up.), euryale seeds, 109 (eight liang) pine pollen (eight liang), badam [almonds] (four liang), möög [mushrooms] (eight liang), apricot kernel paste (one chin), walnuts (eight liang), pistä nuts [Pistachio nuts] (four liang), safflower (one liang), fruit of Gardenia jasminoides (four qian), vegetable oil (two jin), sprouting ginger (eight liang), bean paste (four jin), Chinese yams (three jin), eggs (30), sheep’s stomach and lungs (two sets each), [and] [sheep’s] bitter bowel (one), onions (four liang), vinegar (half a bottle), coriander leaves.|[For] ingredients [except pine pollen juice and the bean paste] use salt. Adjust flavors evenly with sauce and the five spices. Use bean paste to make skins. Steam in cups. Apply pine pollen juice and eat.|荷莲兜子||羊肉 三脚子，切  羊尾子 二个，切  鸡头仁 八两  松黄 八两  八檐仁 四两  蘑菇 八两  杏泥 一斤  胡桃仁 八两  必思答仁 四两  胭脂 一两  栀子 四钱  小油 二斤  生姜 八两  豆粉 四斤  山药 三斤  鸡子 三十个  羊肚肺 各二副 苦肠 一副  葱 四两  醋 半瓶  芫荽叶|上件，用盐、酱、五味调和匀，豆粉作皮，入盏内蒸，用松黄汁浇食。
Poppy Seed Buns||White flour (five jin), cow’s milk (two sheng), liquid butter (one jin), poppy seeds (one liang. Slightly roasted).|[For] ingredients use salt and a little soda and combine with the flour. Make the buns.|黑子儿烧饼||白面 五斤  牛奶子 二升  酥油 一斤  黑子儿 一两，微炒|上件，用盐、减少许，同和面作烧饼。
Cow’s Milk Buns||White flour (five jin), cow’s milk (two sheng), liquid butter (one jin), fennel (one liang. Slightly roasted).|[For] ingredients use salt and a little soda and combine with the flour. Make the buns.|牛奶子烧饼||白面 五斤  牛奶子 二斤  酥油 一斤  茴香 一两，微炒|上件，用盐、减少许，同和面作烧饼。
Borbi[n] Soup (this is the piteng bone [i.e., knee joint] of a sheep.) | It is good for xulao diseases of men and women, cold–evil attack emaciation, insufficiency of yin qi. It benefits blood and pulse, and increases vital [healthy] energy.|Borbi[n] (30 or 40; clean with water).|Boil ingredient in one telir of water. It will boil down to one-fourth. Strain clean, remove oil and the sediment and let coagulate again. If one wishes to eat, eat as much as desired.|颇儿必汤|即羊辟膝骨。 主男女虚劳，寒中，羸瘦，阴气不足。利血脉，益经气。|颇儿必三四十个，水洗净。|上件，用水一铁络，同熬。四分中熬取一分，澄滤净，去油去滓，再凝定。如欲食，任意多少。
Miqan–u kö[n]lesün| It treats the five kinds of impairments and, the seven kinds of wounds, deficiency chill of organ qi. If taken regularly it supplements the center, and increases qi.|One sheep’s rear leg (remove tendons and membrane; cut up and pulverize).|[For] ingredient use a clean cooking pot. Cook by dry scorching. Make sure the top is airtight and does not allow qi [i.e., air] to pass. Afterwards use a clean cloth, knot up tightly and take the juice.|米哈讷关列孙|治五劳七伤，藏气虚冷。常服补中益气。|羊后脚一个 去筋膜，切碎|上件，用净锅内干 熟。令盖封闭，不透气，后用净布绞纽取汁。
